year,state,state_po,county_name,county_fips,candidate,party,candidatevotes
2000,NEW JERSEY,NJ,Somerset,34035,GEORGE W. BUSH,REPUBLICAN,59725
2000,NEW JERSEY,NJ,Sussex,34037,GEORGE W. BUSH,REPUBLICAN,33277
2000,NEW JERSEY,NJ,Union,34039,AL GORE,DEMOCRAT,112003
2000,NEW JERSEY,NJ,Warren,34041,GEORGE W. BUSH,REPUBLICAN,22172
2000,NEW MEXICO,NM,Bernalillo,35001,AL GORE,DEMOCRAT,99461
2000,NEW MEXICO,NM,Catron,35003,GEORGE W. BUSH,REPUBLICAN,1273
2000,NEW MEXICO,NM,Chaves,35005,GEORGE W. BUSH,REPUBLICAN,11378
2000,NEW MEXICO,NM,Cibola,35006,AL GORE,DEMOCRAT,4127
2000,NEW MEXICO,NM,Colfax,35007,AL GORE,DEMOCRAT,2653
2000,NEW MEXICO,NM,Curry,35009,GEORGE W. BUSH,REPUBLICAN,8301
2000,NEW MEXICO,NM,De Baca,35011,GEORGE W. BUSH,REPUBLICAN,612
2000,NEW MEXICO,NM,Dona Ana,35013,AL GORE,DEMOCRAT,23912
2000,NEW MEXICO,NM,Eddy,35015,GEORGE W. BUSH,REPUBLICAN,10335
2000,NEW MEXICO,NM,Grant,35017,AL GORE,DEMOCRAT,5673
2000,NEW MEXICO,NM,Guadalupe,35019,AL GORE,DEMOCRAT,1076
2000,NEW MEXICO,NM,Harding,35021,GEORGE W. BUSH,REPUBLICAN,366
2000,NEW MEXICO,NM,Hidalgo,35023,GEORGE W. BUSH,REPUBLICAN,954
2000,NEW MEXICO,NM,Lea,35025,GEORGE W. BUSH,REPUBLICAN,10157
2000,NEW MEXICO,NM,Lincoln,35027,GEORGE W. BUSH,REPUBLICAN,4458
2000,NEW MEXICO,NM,Los Alamos,35028,GEORGE W. BUSH,REPUBLICAN,5623
2000,NEW MEXICO,NM,Luna,35029,GEORGE W. BUSH,REPUBLICAN,3395
2000,NEW MEXICO,NM,Mckinley,35031,AL GORE,DEMOCRAT,10281
2000,NEW MEXICO,NM,Mora,35033,AL GORE,DEMOCRAT,1456
2000,NEW MEXICO,NM,Otero,35035,GEORGE W. BUSH,REPUBLICAN,10258
2000,NEW MEXICO,NM,Quay,35037,GEORGE W. BUSH,REPUBLICAN,2292
2000,NEW MEXICO,NM,Rio Arriba,35039,AL GORE,DEMOCRAT,8169
2000,NEW MEXICO,NM,Roosevelt,35041,GEORGE W. BUSH,REPUBLICAN,3762
2000,NEW MEXICO,NM,Sandoval,35043,GEORGE W. BUSH,REPUBLICAN,15423
2000,NEW MEXICO,NM,San Juan,35045,GEORGE W. BUSH,REPUBLICAN,21434
2000,NEW MEXICO,NM,San Miguel,35047,AL GORE,DEMOCRAT,6540
2000,NEW MEXICO,NM,Santa Fe,35049,AL GORE,DEMOCRAT,32017
2000,NEW MEXICO,NM,Sierra,35051,GEORGE W. BUSH,REPUBLICAN,2721
2000,NEW MEXICO,NM,Socorro,35053,AL GORE,DEMOCRAT,3294
2000,NEW MEXICO,NM,Taos,35055,AL GORE,DEMOCRAT,7039
2000,NEW MEXICO,NM,Torrance,35057,GEORGE W. BUSH,REPUBLICAN,2891
2000,NEW MEXICO,NM,Union,35059,GEORGE W. BUSH,REPUBLICAN,1269
2000,NEW MEXICO,NM,Valencia,35061,GEORGE W. BUSH,REPUBLICAN,10803
2000,MISSOURI,MO,Kansas City,2938000,AL GORE,DEMOCRAT,0
2000,MISSOURI,MO,Kansas City,2938000,GEORGE W. BUSH,REPUBLICAN,0
2000,MISSOURI,MO,Kansas City,2938000,RALPH NADER,GREEN,0
2000,MISSOURI,MO,Kansas City,2938000,OTHER,OTHER,0
2000,NEW YORK,NY,Albany,36001,AL GORE,DEMOCRAT,85617
2000,NEW YORK,NY,Allegany,36003,GEORGE W. BUSH,REPUBLICAN,11436
2000,NEW YORK,NY,Bronx,36005,AL GORE,DEMOCRAT,265801
2000,NEW YORK,NY,Broome,36007,AL GORE,DEMOCRAT,45381
2000,NEW YORK,NY,Cattaraugus,36009,GEORGE W. BUSH,REPUBLICAN,18382
2000,NEW YORK,NY,Cayuga,36011,AL GORE,DEMOCRAT,17031
2000,NEW YORK,NY,Chautauqua,36013,GEORGE W. BUSH,REPUBLICAN,29064
2000,NEW YORK,NY,Chemung,36015,GEORGE W. BUSH,REPUBLICAN,18779
2000,NEW YORK,NY,Chenango,36017,GEORGE W. BUSH,REPUBLICAN,10033
2000,NEW YORK,NY,Clinton,36019,AL GORE,DEMOCRAT,15542
2000,NEW YORK,NY,Columbia,36021,AL GORE,DEMOCRAT,13489
2000,NEW YORK,NY,Cortland,36023,GEORGE W. BUSH,REPUBLICAN,9857
2000,NEW YORK,NY,Delaware,36025,GEORGE W. BUSH,REPUBLICAN,10662
2000,NEW YORK,NY,Dutchess,36027,GEORGE W. BUSH,REPUBLICAN,52669
2000,NEW YORK,NY,Erie,36029,AL GORE,DEMOCRAT,240176
2000,NEW YORK,NY,Essex,36031,GEORGE W. BUSH,REPUBLICAN,8822
2000,NEW YORK,NY,Franklin,36033,AL GORE,DEMOCRAT,8870
2000,NEW YORK,NY,Fulton,36035,GEORGE W. BUSH,REPUBLICAN,11434
2000,NEW YORK,NY,Genesee,36037,GEORGE W. BUSH,REPUBLICAN,14459
2000,NEW YORK,NY,Greene,36039,GEORGE W. BUSH,REPUBLICAN,11332
2000,NEW YORK,NY,Hamilton,36041,GEORGE W. BUSH,REPUBLICAN,2388
2000,NEW YORK,NY,Herkimer,36043,GEORGE W. BUSH,REPUBLICAN,14147
2000,NEW YORK,NY,Jefferson,36045,GEORGE W. BUSH,REPUBLICAN,18192
2000,NEW YORK,NY,Kings,36047,AL GORE,DEMOCRAT,497468
2000,NEW YORK,NY,Lewis,36049,GEORGE W. BUSH,REPUBLICAN,6103
2000,NEW YORK,NY,Livingston,36051,GEORGE W. BUSH,REPUBLICAN,15244
2000,NEW YORK,NY,Madison,36053,GEORGE W. BUSH,REPUBLICAN,14879
2000,NEW YORK,NY,Monroe,36055,AL GORE,DEMOCRAT,161743
2000,NEW YORK,NY,Montgomery,36057,AL GORE,DEMOCRAT,10249
2000,NEW YORK,NY,Nassau,36059,AL GORE,DEMOCRAT,341610
2000,NEW YORK,NY,New York,36061,AL GORE,DEMOCRAT,449300
2000,NEW YORK,NY,Niagara,36063,AL GORE,DEMOCRAT,47781
2000,NEW YORK,NY,Oneida,36065,GEORGE W. BUSH,REPUBLICAN,47603
2000,NEW YORK,NY,Onondaga,36067,AL GORE,DEMOCRAT,109896
2000,NEW YORK,NY,Ontario,36069,GEORGE W. BUSH,REPUBLICAN,23885
2000,NEW YORK,NY,Orange,36071,GEORGE W. BUSH,REPUBLICAN,62852
2000,NEW YORK,NY,Orleans,36073,GEORGE W. BUSH,REPUBLICAN,9202
2000,NEW YORK,NY,Oswego,36075,GEORGE W. BUSH,REPUBLICAN,23249
2000,NEW YORK,NY,Otsego,36077,GEORGE W. BUSH,REPUBLICAN,12219
2000,NEW YORK,NY,Putnam,36079,GEORGE W. BUSH,REPUBLICAN,21853
2000,NEW YORK,NY,Queens,36081,AL GORE,DEMOCRAT,416967
2000,NEW YORK,NY,Rensselaer,36083,AL GORE,DEMOCRAT,34808
2000,NEW YORK,NY,Richmond,36085,AL GORE,DEMOCRAT,73828
2000,NEW YORK,NY,Rockland,36087,AL GORE,DEMOCRAT,69530
2000,NEW YORK,NY,St. Lawrence,36089,AL GORE,DEMOCRAT,21386
2000,NEW YORK,NY,Saratoga,36091,GEORGE W. BUSH,REPUBLICAN,46623
2000,NEW YORK,NY,Schenectady,36093,AL GORE,DEMOCRAT,35534
2000,NEW YORK,NY,Schoharie,36095,GEORGE W. BUSH,REPUBLICAN,7459
2000,NEW YORK,NY,Schuyler,36097,GEORGE W. BUSH,REPUBLICAN,4381
2000,NEW YORK,NY,Seneca,36099,AL GORE,DEMOCRAT,6841
2000,NEW YORK,NY,Steuben,36101,GEORGE W. BUSH,REPUBLICAN,24200
2000,NEW YORK,NY,Suffolk,36103,AL GORE,DEMOCRAT,306306
2000,NEW YORK,NY,Sullivan,36105,AL GORE,DEMOCRAT,14348
2000,NEW YORK,NY,Tioga,36107,GEORGE W. BUSH,REPUBLICAN,12239
2000,NEW YORK,NY,Tompkins,36109,AL GORE,DEMOCRAT,21807
2000,NEW YORK,NY,Ulster,36111,AL GORE,DEMOCRAT,38162
2000,NEW YORK,NY,Warren,36113,GEORGE W. BUSH,REPUBLICAN,14993
2000,NEW YORK,NY,Washington,36115,GEORGE W. BUSH,REPUBLICAN,12596
2000,NEW YORK,NY,Wayne,36117,GEORGE W. BUSH,REPUBLICAN,21701
2000,NEW YORK,NY,Westchester,36119,AL GORE,DEMOCRAT,218010
2000,NEW YORK,NY,Wyoming,36121,GEORGE W. BUSH,REPUBLICAN,10809
2000,NEW YORK,NY,Yates,36123,GEORGE W. BUSH,REPUBLICAN,5565
2000,NORTH CAROLINA,NC,Alamance,37001,GEORGE W. BUSH,REPUBLICAN,29305
2000,NORTH CAROLINA,NC,Alexander,37003,GEORGE W. BUSH,REPUBLICAN,9242
2000,NORTH CAROLINA,NC,Alleghany,37005,GEORGE W. BUSH,REPUBLICAN,2531
2000,NORTH CAROLINA,NC,Anson,37007,AL GORE,DEMOCRAT,4792
2000,NORTH CAROLINA,NC,Ashe,37009,GEORGE W. BUSH,REPUBLICAN,6226
2000,NORTH CAROLINA,NC,Avery,37011,GEORGE W. BUSH,REPUBLICAN,4956
2000,NORTH CAROLINA,NC,Beaufort,37013,GEORGE W. BUSH,REPUBLICAN,10531
2000,NORTH CAROLINA,NC,Bertie,37015,AL GORE,DEMOCRAT,4660
2000,NORTH CAROLINA,NC,Bladen,37017,AL GORE,DEMOCRAT,5889
2000,NORTH CAROLINA,NC,Brunswick,37019,GEORGE W. BUSH,REPUBLICAN,15427
2000,NORTH CAROLINA,NC,Buncombe,37021,GEORGE W. BUSH,REPUBLICAN,46101
2000,NORTH CAROLINA,NC,Burke,37023,GEORGE W. BUSH,REPUBLICAN,18466
2000,NORTH CAROLINA,NC,Cabarrus,37025,GEORGE W. BUSH,REPUBLICAN,32704
2000,NORTH CAROLINA,NC,Caldwell,37027,GEORGE W. BUSH,REPUBLICAN,17337
2000,NORTH CAROLINA,NC,Camden,37029,GEORGE W. BUSH,REPUBLICAN,1628
2000,NORTH CAROLINA,NC,Carteret,37031,GEORGE W. BUSH,REPUBLICAN,17381
2000,NORTH CAROLINA,NC,Caswell,37033,GEORGE W. BUSH,REPUBLICAN,4270
2000,NORTH CAROLINA,NC,Catawba,37035,GEORGE W. BUSH,REPUBLICAN,34244
2000,NORTH CAROLINA,NC,Chatham,37037,AL GORE,DEMOCRAT,10461
2000,NORTH CAROLINA,NC,Cherokee,37039,GEORGE W. BUSH,REPUBLICAN,6305
2000,NORTH CAROLINA,NC,Chowan,37041,AL GORE,DEMOCRAT,2430
2000,NORTH CAROLINA,NC,Clay,37043,GEORGE W. BUSH,REPUBLICAN,2416
2000,NORTH CAROLINA,NC,Cleveland,37045,GEORGE W. BUSH,REPUBLICAN,19064
2000,NORTH CAROLINA,NC,Columbus,37047,AL GORE,DEMOCRAT,9986
2000,NORTH CAROLINA,NC,Craven,37049,GEORGE W. BUSH,REPUBLICAN,19494
2000,NORTH CAROLINA,NC,Cumberland,37051,AL GORE,DEMOCRAT,38626
2000,NORTH CAROLINA,NC,Currituck,37053,GEORGE W. BUSH,REPUBLICAN,4095
2000,NORTH CAROLINA,NC,Dare,37055,GEORGE W. BUSH,REPUBLICAN,7301
2000,NORTH CAROLINA,NC,Davidson,37057,GEORGE W. BUSH,REPUBLICAN,35387
2000,NORTH CAROLINA,NC,Davie,37059,GEORGE W. BUSH,REPUBLICAN,10184
2000,NORTH CAROLINA,NC,Duplin,37061,GEORGE W. BUSH,REPUBLICAN,7840
2000,NORTH CAROLINA,NC,Durham,37063,AL GORE,DEMOCRAT,53907
2000,NORTH CAROLINA,NC,Edgecombe,37065,AL GORE,DEMOCRAT,11315
2000,NORTH CAROLINA,NC,Forsyth,37067,GEORGE W. BUSH,REPUBLICAN,67700
2000,NORTH CAROLINA,NC,Franklin,37069,GEORGE W. BUSH,REPUBLICAN,8501
2000,NORTH CAROLINA,NC,Gaston,37071,GEORGE W. BUSH,REPUBLICAN,39453
2000,NORTH CAROLINA,NC,Gates,37073,AL GORE,DEMOCRAT,1944
2000,NORTH CAROLINA,NC,Graham,37075,GEORGE W. BUSH,REPUBLICAN,2304
2000,NORTH CAROLINA,NC,Granville,37077,AL GORE,DEMOCRAT,7733
2000,NORTH CAROLINA,NC,Greene,37079,GEORGE W. BUSH,REPUBLICAN,3353
2000,NORTH CAROLINA,NC,Guilford,37081,GEORGE W. BUSH,REPUBLICAN,84394
2000,NORTH CAROLINA,NC,Halifax,37083,AL GORE,DEMOCRAT,10222
2000,NORTH CAROLINA,NC,Harnett,37085,GEORGE W. BUSH,REPUBLICAN,14762
2000,NORTH CAROLINA,NC,Haywood,37087,GEORGE W. BUSH,REPUBLICAN,12118
2000,NORTH CAROLINA,NC,Henderson,37089,GEORGE W. BUSH,REPUBLICAN,25688
2000,NORTH CAROLINA,NC,Hertford,37091,AL GORE,DEMOCRAT,5484
2000,NORTH CAROLINA,NC,Hoke,37093,AL GORE,DEMOCRAT,5017
2000,NORTH CAROLINA,NC,Hyde,37095,GEORGE W. BUSH,REPUBLICAN,1132
2000,NORTH CAROLINA,NC,Iredell,37097,GEORGE W. BUSH,REPUBLICAN,29853
2000,NORTH CAROLINA,NC,Jackson,37099,GEORGE W. BUSH,REPUBLICAN,6237
2000,NORTH CAROLINA,NC,Johnston,37101,GEORGE W. BUSH,REPUBLICAN,27212
2000,NORTH CAROLINA,NC,Jones,37103,GEORGE W. BUSH,REPUBLICAN,2114
2000,NORTH CAROLINA,NC,Lee,37105,GEORGE W. BUSH,REPUBLICAN,9406
2000,NORTH CAROLINA,NC,Lenoir,37107,GEORGE W. BUSH,REPUBLICAN,11512
2000,NORTH CAROLINA,NC,Lincoln,37109,GEORGE W. BUSH,REPUBLICAN,15951
2000,NORTH CAROLINA,NC,Mcdowell,37111,GEORGE W. BUSH,REPUBLICAN,9109
2000,NORTH CAROLINA,NC,Macon,37113,GEORGE W. BUSH,REPUBLICAN,8406
2000,NORTH CAROLINA,NC,Madison,37115,GEORGE W. BUSH,REPUBLICAN,4676
2000,NORTH CAROLINA,NC,Martin,37117,AL GORE,DEMOCRAT,4929
2000,NORTH CAROLINA,NC,Mecklenburg,37119,GEORGE W. BUSH,REPUBLICAN,134068
2000,NORTH CAROLINA,NC,Mitchell,37121,GEORGE W. BUSH,REPUBLICAN,4984
2000,NORTH CAROLINA,NC,Montgomery,37123,GEORGE W. BUSH,REPUBLICAN,4946
2000,NORTH CAROLINA,NC,Moore,37125,GEORGE W. BUSH,REPUBLICAN,19882
2000,NORTH CAROLINA,NC,Nash,37127,GEORGE W. BUSH,REPUBLICAN,17995
2000,NORTH CAROLINA,NC,New Hanover,37129,GEORGE W. BUSH,REPUBLICAN,36503
2000,NORTH CAROLINA,NC,Northampton,37131,AL GORE,DEMOCRAT,5513
2000,NORTH CAROLINA,NC,Onslow,37133,GEORGE W. BUSH,REPUBLICAN,19657
2000,NORTH CAROLINA,NC,Orange,37135,AL GORE,DEMOCRAT,30921
2000,NORTH CAROLINA,NC,Pamlico,37137,GEORGE W. BUSH,REPUBLICAN,2999
2000,NORTH CAROLINA,NC,Pasquotank,37139,AL GORE,DEMOCRAT,5874
2000,NORTH CAROLINA,NC,Pender,37141,GEORGE W. BUSH,REPUBLICAN,7661
2000,NORTH CAROLINA,NC,Perquimans,37143,GEORGE W. BUSH,REPUBLICAN,2230
2000,NORTH CAROLINA,NC,Person,37145,GEORGE W. BUSH,REPUBLICAN,6722
2000,NORTH CAROLINA,NC,Pitt,37147,GEORGE W. BUSH,REPUBLICAN,23192
2000,NORTH CAROLINA,NC,Polk,37149,GEORGE W. BUSH,REPUBLICAN,5074
2000,NORTH CAROLINA,NC,Randolph,37151,GEORGE W. BUSH,REPUBLICAN,30959
2000,NORTH CAROLINA,NC,Richmond,37153,AL GORE,DEMOCRAT,7935
2000,NORTH CAROLINA,NC,Robeson,37155,AL GORE,DEMOCRAT,17834
2000,NORTH CAROLINA,NC,Rockingham,37157,GEORGE W. BUSH,REPUBLICAN,18979
2000,NORTH CAROLINA,NC,Rowan,37159,GEORGE W. BUSH,REPUBLICAN,28922
2000,NORTH CAROLINA,NC,Rutherford,37161,GEORGE W. BUSH,REPUBLICAN,13755
2000,NORTH CAROLINA,NC,Sampson,37163,GEORGE W. BUSH,REPUBLICAN,10410
2000,NORTH CAROLINA,NC,Scotland,37165,AL GORE,DEMOCRAT,5627
2000,NORTH CAROLINA,NC,Stanly,37167,GEORGE W. BUSH,REPUBLICAN,15548
2000,NORTH CAROLINA,NC,Stokes,37169,GEORGE W. BUSH,REPUBLICAN,12028
2000,NORTH CAROLINA,NC,Surry,37171,GEORGE W. BUSH,REPUBLICAN,15401
2000,NORTH CAROLINA,NC,Swain,37173,GEORGE W. BUSH,REPUBLICAN,2224
2000,NORTH CAROLINA,NC,Transylvania,37175,GEORGE W. BUSH,REPUBLICAN,9011
2000,NORTH CAROLINA,NC,Tyrrell,37177,AL GORE,DEMOCRAT,849
2000,NORTH CAROLINA,NC,Union,37179,GEORGE W. BUSH,REPUBLICAN,31876
2000,NORTH CAROLINA,NC,Vance,37181,AL GORE,DEMOCRAT,7092
2000,NORTH CAROLINA,NC,Wake,37183,GEORGE W. BUSH,REPUBLICAN,142494
2000,NORTH CAROLINA,NC,Warren,37185,AL GORE,DEMOCRAT,4576
2000,NORTH CAROLINA,NC,Washington,37187,AL GORE,DEMOCRAT,2704
2000,NORTH CAROLINA,NC,Watauga,37189,GEORGE W. BUSH,REPUBLICAN,10438
2000,NORTH CAROLINA,NC,Wayne,37191,GEORGE W. BUSH,REPUBLICAN,20758
2000,NORTH CAROLINA,NC,Wilkes,37193,GEORGE W. BUSH,REPUBLICAN,16826
2000,NORTH CAROLINA,NC,Wilson,37195,GEORGE W. BUSH,REPUBLICAN,13466
2000,NORTH CAROLINA,NC,Yadkin,37197,GEORGE W. BUSH,REPUBLICAN,10435
2000,NORTH CAROLINA,NC,Yancey,37199,GEORGE W. BUSH,REPUBLICAN,4970
2000,NORTH DAKOTA,ND,Adams,38001,GEORGE W. BUSH,REPUBLICAN,826
2000,NORTH DAKOTA,ND,Barnes,38003,GEORGE W. BUSH,REPUBLICAN,3452
2000,NORTH DAKOTA,ND,Benson,38005,GEORGE W. BUSH,REPUBLICAN,1055
2000,NORTH DAKOTA,ND,Billings,38007,GEORGE W. BUSH,REPUBLICAN,394
2000,NORTH DAKOTA,ND,Bottineau,38009,GEORGE W. BUSH,REPUBLICAN,2349
2000,NORTH DAKOTA,ND,Bowman,38011,GEORGE W. BUSH,REPUBLICAN,1080
2000,NORTH DAKOTA,ND,Burke,38013,GEORGE W. BUSH,REPUBLICAN,698
2000,NORTH DAKOTA,ND,Burleigh,38015,GEORGE W. BUSH,REPUBLICAN,22467
2000,NORTH DAKOTA,ND,Cass,38017,GEORGE W. BUSH,REPUBLICAN,33536
2000,NORTH DAKOTA,ND,Cavalier,38019,GEORGE W. BUSH,REPUBLICAN,1513
2000,NORTH DAKOTA,ND,Dickey,38021,GEORGE W. BUSH,REPUBLICAN,1853
2000,NORTH DAKOTA,ND,Divide,38023,GEORGE W. BUSH,REPUBLICAN,443
2000,NORTH DAKOTA,ND,Dunn,38025,GEORGE W. BUSH,REPUBLICAN,1124
2000,NORTH DAKOTA,ND,Eddy,38027,GEORGE W. BUSH,REPUBLICAN,703
2000,NORTH DAKOTA,ND,Emmons,38029,GEORGE W. BUSH,REPUBLICAN,1430
2000,NORTH DAKOTA,ND,Foster,38031,GEORGE W. BUSH,REPUBLICAN,1172
2000,NORTH DAKOTA,ND,Golden Valley,38033,GEORGE W. BUSH,REPUBLICAN,611
2000,NORTH DAKOTA,ND,Grand Forks,38035,GEORGE W. BUSH,REPUBLICAN,15875
2000,NORTH DAKOTA,ND,Grant,38037,GEORGE W. BUSH,REPUBLICAN,1077
2000,NORTH DAKOTA,ND,Griggs,38039,GEORGE W. BUSH,REPUBLICAN,920
2000,NORTH DAKOTA,ND,Hettinger,38041,GEORGE W. BUSH,REPUBLICAN,1057
2000,NORTH DAKOTA,ND,Kidder,38043,GEORGE W. BUSH,REPUBLICAN,837
2000,NORTH DAKOTA,ND,Lamoure,38045,GEORGE W. BUSH,REPUBLICAN,1590
2000,NORTH DAKOTA,ND,Logan,38047,GEORGE W. BUSH,REPUBLICAN,812
2000,NORTH DAKOTA,ND,Mchenry,38049,GEORGE W. BUSH,REPUBLICAN,1682
2000,NORTH DAKOTA,ND,Mcintosh,38051,GEORGE W. BUSH,REPUBLICAN,1178
2000,NORTH DAKOTA,ND,Mckenzie,38053,GEORGE W. BUSH,REPUBLICAN,1634
2000,NORTH DAKOTA,ND,Mclean,38055,GEORGE W. BUSH,REPUBLICAN,2891
2000,NORTH DAKOTA,ND,Mercer,38057,GEORGE W. BUSH,REPUBLICAN,2984
2000,NORTH DAKOTA,ND,Morton,38059,GEORGE W. BUSH,REPUBLICAN,6993
2000,NORTH DAKOTA,ND,Mountrail,38061,GEORGE W. BUSH,REPUBLICAN,1466
2000,NORTH DAKOTA,ND,Nelson,38063,GEORGE W. BUSH,REPUBLICAN,1031
2000,NORTH DAKOTA,ND,Oliver,38065,GEORGE W. BUSH,REPUBLICAN,709
2000,NORTH DAKOTA,ND,Pembina,38067,GEORGE W. BUSH,REPUBLICAN,2430
2000,NORTH DAKOTA,ND,Pierce,38069,GEORGE W. BUSH,REPUBLICAN,1348
2000,NORTH DAKOTA,ND,Ramsey,38071,GEORGE W. BUSH,REPUBLICAN,3005
2000,NORTH DAKOTA,ND,Ransom,38073,GEORGE W. BUSH,REPUBLICAN,1488
2000,NORTH DAKOTA,ND,Renville,38075,GEORGE W. BUSH,REPUBLICAN,820
2000,NORTH DAKOTA,ND,Richland,38077,GEORGE W. BUSH,REPUBLICAN,4999
2000,NORTH DAKOTA,ND,Rolette,38079,AL GORE,DEMOCRAT,2681
2000,NORTH DAKOTA,ND,Sargent,38081,GEORGE W. BUSH,REPUBLICAN,1103
2000,NORTH DAKOTA,ND,Sheridan,38083,GEORGE W. BUSH,REPUBLICAN,707
2000,NORTH DAKOTA,ND,Sioux,38085,AL GORE,DEMOCRAT,724
2000,NORTH DAKOTA,ND,Slope,38087,GEORGE W. BUSH,REPUBLICAN,316
2000,NORTH DAKOTA,ND,Stark,38089,GEORGE W. BUSH,REPUBLICAN,6387
2000,NORTH DAKOTA,ND,Steele,38091,GEORGE W. BUSH,REPUBLICAN,655
2000,NORTH DAKOTA,ND,Stutsman,38093,GEORGE W. BUSH,REPUBLICAN,5488
2000,NORTH DAKOTA,ND,Towner,38095,GEORGE W. BUSH,REPUBLICAN,694
2000,NORTH DAKOTA,ND,Traill,38097,GEORGE W. BUSH,REPUBLICAN,2392
2000,NORTH DAKOTA,ND,Walsh,38099,GEORGE W. BUSH,REPUBLICAN,3099
2000,NORTH DAKOTA,ND,Ward,38101,GEORGE W. BUSH,REPUBLICAN,13997
2000,NORTH DAKOTA,ND,Wells,38103,GEORGE W. BUSH,REPUBLICAN,1610
2000,NORTH DAKOTA,ND,Williams,38105,GEORGE W. BUSH,REPUBLICAN,5187
2000,OHIO,OH,Adams,39001,GEORGE W. BUSH,REPUBLICAN,6380
2000,OHIO,OH,Allen,39003,GEORGE W. BUSH,REPUBLICAN,28647
2000,OHIO,OH,Ashland,39005,GEORGE W. BUSH,REPUBLICAN,13533
2000,OHIO,OH,Ashtabula,39007,AL GORE,DEMOCRAT,19831
2000,OHIO,OH,Athens,39009,AL GORE,DEMOCRAT,13158
2000,OHIO,OH,Auglaize,39011,GEORGE W. BUSH,REPUBLICAN,13770
2000,OHIO,OH,Belmont,39013,AL GORE,DEMOCRAT,15980
2000,OHIO,OH,Brown,39015,GEORGE W. BUSH,REPUBLICAN,10027
2000,OHIO,OH,Butler,39017,GEORGE W. BUSH,REPUBLICAN,86587
2000,OHIO,OH,Carroll,39019,GEORGE W. BUSH,REPUBLICAN,6732
2000,OHIO,OH,Champaign,39021,GEORGE W. BUSH,REPUBLICAN,9220
2000,OHIO,OH,Clark,39023,AL GORE,DEMOCRAT,27984
2000,OHIO,OH,Clermont,39025,GEORGE W. BUSH,REPUBLICAN,47129
2000,OHIO,OH,Clinton,39027,GEORGE W. BUSH,REPUBLICAN,9824
2000,OHIO,OH,Columbiana,39029,GEORGE W. BUSH,REPUBLICAN,21804
2000,OHIO,OH,Coshocton,39031,GEORGE W. BUSH,REPUBLICAN,8243
2000,OHIO,OH,Crawford,39033,GEORGE W. BUSH,REPUBLICAN,11666
2000,OHIO,OH,Cuyahoga,39035,AL GORE,DEMOCRAT,359913
2000,OHIO,OH,Darke,39037,GEORGE W. BUSH,REPUBLICAN,14817
2000,OHIO,OH,Defiance,39039,GEORGE W. BUSH,REPUBLICAN,9540
2000,OHIO,OH,Delaware,39041,GEORGE W. BUSH,REPUBLICAN,36639
2000,OHIO,OH,Erie,39043,AL GORE,DEMOCRAT,17732
2000,OHIO,OH,Fairfield,39045,GEORGE W. BUSH,REPUBLICAN,33523
2000,OHIO,OH,Fayette,39047,GEORGE W. BUSH,REPUBLICAN,5685
2000,OHIO,OH,Franklin,39049,AL GORE,DEMOCRAT,202018
2000,OHIO,OH,Fulton,39051,GEORGE W. BUSH,REPUBLICAN,11546
2000,OHIO,OH,Gallia,39053,GEORGE W. BUSH,REPUBLICAN,7511
2000,OHIO,OH,Geauga,39055,GEORGE W. BUSH,REPUBLICAN,25417
2000,OHIO,OH,Greene,39057,GEORGE W. BUSH,REPUBLICAN,37946
2000,OHIO,OH,Guernsey,39059,GEORGE W. BUSH,REPUBLICAN,8181
2000,OHIO,OH,Hamilton,39061,GEORGE W. BUSH,REPUBLICAN,204175
2000,OHIO,OH,Hancock,39063,GEORGE W. BUSH,REPUBLICAN,20985
2000,OHIO,OH,Hardin,39065,GEORGE W. BUSH,REPUBLICAN,7124
2000,OHIO,OH,Harrison,39067,GEORGE W. BUSH,REPUBLICAN,3417
2000,OHIO,OH,Henry,39069,GEORGE W. BUSH,REPUBLICAN,8530
2000,OHIO,OH,Highland,39071,GEORGE W. BUSH,REPUBLICAN,9728
2000,OHIO,OH,Hocking,39073,GEORGE W. BUSH,REPUBLICAN,5702
2000,OHIO,OH,Holmes,39075,GEORGE W. BUSH,REPUBLICAN,6754
2000,OHIO,OH,Huron,39077,GEORGE W. BUSH,REPUBLICAN,12286
2000,OHIO,OH,Jackson,39079,GEORGE W. BUSH,REPUBLICAN,6958
2000,OHIO,OH,Jefferson,39081,AL GORE,DEMOCRAT,17488
2000,OHIO,OH,Knox,39083,GEORGE W. BUSH,REPUBLICAN,13393
2000,OHIO,OH,Lake,39085,GEORGE W. BUSH,REPUBLICAN,51747
2000,OHIO,OH,Lawrence,39087,GEORGE W. BUSH,REPUBLICAN,12531
2000,OHIO,OH,Licking,39089,GEORGE W. BUSH,REPUBLICAN,37180
2000,OHIO,OH,Logan,39091,GEORGE W. BUSH,REPUBLICAN,11849
2000,OHIO,OH,Lorain,39093,AL GORE,DEMOCRAT,59809
2000,OHIO,OH,Lucas,39095,AL GORE,DEMOCRAT,108344
2000,OHIO,OH,Madison,39097,GEORGE W. BUSH,REPUBLICAN,8892
2000,OHIO,OH,Mahoning,39099,AL GORE,DEMOCRAT,69212
2000,OHIO,OH,Marion,39101,GEORGE W. BUSH,REPUBLICAN,13617
2000,OHIO,OH,Medina,39103,GEORGE W. BUSH,REPUBLICAN,37349
